X,10Gy air,20Gy air,30Gy air,40Gy air,50Gy air,10Gy O2,20Gy O2,30Gy O2,40Gy O2,50Gy O2,10Gy N2,20Gy N2,30Gy N2,40Gy N2,50Gy N2
484,0,0,0.000333333,0,-0.000666667,0,0,0.001,0.001333333,0.002,-0.000333333,0,0,0.000333333,0.000333333
483,0,0.000666667,0,0.000333333,-0.000666667,0,0.000333333,0.000666667,0.001333333,0.002,-0.000333333,0,0,0.000333333,0.000666667
482,0.000333333,0.000333333,0.000333333,0.000333333,-0.000333333,0,0.000333333,0.001,0.001333333,0.002,-0.000333333,0,0,0,0.000333333
481,0,0.000666667,0.000333333,0.000333333,-0.000666667,0,0.000333333,0.000666667,0.001333333,0.002,-0.000333333,0,0,0.000333333,0.000666667
480,0,0.000333333,0,0,-0.000666667,0,0,0.000666667,0.001333333,0.002,-0.000333333,0,0,0,0.000666667
479,0.000333333,0.000666667,0.000666667,0.000666667,-0.000333333,0,0,0.000666667,0.001333333,0.002,-0.000333333,0,0,0.000333333,0.000666667
478,-0.000333333,0.000333333,0,0,-0.001,0,0.000333333,0.001,0.001333333,0.002,0,0,0,0.000333333,0.000666667
477,-0.000333333,0,0,0,-0.001,0.000333333,0.000333333,0.001,0.001333333,0.002,-0.000333333,0,0,0.000333333,0.001
476,-0.000333333,0.000333333,0,0,-0.001,0,0.000666667,0.001,0.001333333,0.002,-0.000333333,0,0,0.000333333,0.001
475,0.000333333,0.000333333,0.000333333,0.000666667,-0.000333333,0,0.000333333,0.001,0.001333333,0.002,-0.000333333,0,0,0.000333333,0.000666667
474,0,0.000666667,0.000333333,0.000333333,-0.000666667,0,0,0.001,0.001333333,0.002,-0.000333333,0,0,0,0.000666667
473,0,0.000666667,0.000333333,0,-0.000666667,0,0.000333333,0.001,0.001333333,0.002,0,0.000333333,0.000333333,0.001,0.001
472,-0.000333333,0.000333333,0,0,-0.001,0,0.000333333,0.001,0.001333333,0.002,0,0,0,0.000666667,0.000666667
471,0,0.000333333,0.000333333,0,-0.000666667,0,0,0.001,0.001333333,0.002,0,0,0,0.000333333,0.000666667
470,0.000333333,0.000333333,0.000333333,0.000333333,-0.000333333,0,0.000333333,0.000666667,0.001333333,0.002,0,0.000333333,0.000333333,0.000666667,0.001
469,0,0.000333333,0,0,-0.001,0.000333333,0.000333333,0.001,0.001333333,0.002,-0.000333333,0,0,0.000666667,0.000666667
468,0,0.000333333,0,0,-0.001,0,0.000666667,0.001,0.001333333,0.002,0.000333333,0,0,0.000666667,0.001
467,0,0.000333333,0,0,-0.000666667,0.000333333,0,0.001,0.001333333,0.002,0,0,0,0.000666667,0.000666667
466,-0.000333333,0,0,0,-0.001,0,0,0.001,0.001333333,0.002,0,0,0,0.000333333,0.000666667
465,0,-0.000333333,0,0,-0.001,0,0,0.001,0.001333333,0.002,0.000333333,0.000333333,0.000333333,0.001,0.001
464,0.000333333,0.000666667,0.000333333,0.000333333,-0.000666667,0.000333333,0,0.000666667,0.001333333,0.002,0,0,0,0.000666667,0.000666667
463,0.000666667,0.000666667,0.000666667,0.000666667,-0.000333333,0.000333333,0.000333333,0.001,0.001333333,0.002,0.000333333,0,0,0.000333333,0.000666667
462,0,-0.000333333,0,0,-0.001,0.000333333,0.000333333,0.001,0.001333333,0.002,0,0,0,0.000666667,0.000666667
461,0,0.000333333,0,0,-0.001,0,0.000333333,0.000666667,0.001,0.001666667,0.000333333,0,0.000333333,0.000666667,0.000666667
460,0,0.000666667,0.000333333,0.000333333,-0.000666667,0,0,0.001,0.001333333,0.002,0,0,0,0.000666667,0.000666667
459,-0.000333333,0.000333333,0,0,-0.001,0,0.000666667,0.001,0.001333333,0.002,0.000333333,0,0,0.000666667,0.000666667
458,0,0.000333333,0,0,-0.000666667,0.000333333,0.001,0.001333333,0.001333333,0.002,0.000333333,-0.000333333,0.000333333,0.000333333,0.000333333
457,0,0.000333333,0.000333333,0,-0.000666667,0.000333333,0.000666667,0.001333333,0.001333333,0.002,0.000333333,-0.000333333,0.000333333,0.000333333,0.000333333
456,0,0.000333333,0,0.000333333,-0.000333333,0.000333333,0,0.001,0.001333333,0.002,0.000333333,0,0.000333333,0.000666667,0.000666667
455,0,0.000333333,0.000666667,0.000333333,-0.000333333,0,0.000666667,0.001,0.001,0.002,0.000333333,0.000333333,0.000333333,0.000333333,0.000666667
454,0,0.000333333,0.000333333,0.000333333,-0.000333333,0.000333333,0.000333333,0.001,0.001333333,0.002,0.000333333,0,0,0.000666667,0.000666667
453,0,0,0,0,-0.000666667,0.000333333,0.000333333,0.001,0.001333333,0.002,0.000333333,0.000333333,0.000333333,0.001,0.001
452,-0.000333333,0.000333333,0,0,-0.000666667,0.000333333,0.001,0.001,0.001333333,0.002,0.000333333,0,0.000333333,0.000666667,0.000666667
451,0.000333333,0.000666667,0.000333333,0.000333333,-0.000333333,0.000333333,0.001,0.001333333,0.001333333,0.002,0.000333333,0,0.000666667,0.000666667,0.000666667
450,0,0.000333333,0.000333333,0.000333333,-0.000333333,0.000333333,0.000666667,0.001,0.001333333,0.002,0,-0.000333333,0.000333333,0.000333333,0.000666667
449,0.000333333,0,0.000666667,0.000666667,0,0.000666667,0.001,0.001333333,0.001333333,0.002333333,0,-0.000333333,-0.000666667,0,0.000333333
448,0,0,0.000333333,0.000333333,-0.000333333,0.000333333,0.000333333,0.001666667,0.001666667,0.002333333,0.000333333,-0.000333333,0,0.000333333,0.001
447,0.000666667,0.000333333,0.001,0.000666667,0.000333333,0.000333333,0.000333333,0.001,0.001,0.002,0.000333333,0.000333333,0,0.000333333,0.000666667
446,0,0.000333333,0.000333333,0.000333333,0,0.000666667,0.000666667,0.000666667,0.001333333,0.001666667,-0.000333333,0,0,0,0.000333333
445,0,0.000666667,0.000666667,0.000333333,0,0,0.000666667,0.001333333,0.001666667,0.002,0.000333333,0.000333333,0.001,0.000333333,0.001
444,0,0,0.000333333,0.000333333,-0.000333333,0.000666667,0.000666667,0.001333333,0.002,0.002333333,0,-0.000333333,0,0.000666667,0.000666667
443,0.000333333,0.000666667,0.000333333,0.000333333,0,0.001,0.000666667,0.001333333,0.002,0.002,0.000333333,0.000333333,0.000666667,0.001,0.001666667
442,0,0.000333333,0.000333333,0.000333333,0.000333333,0.000333333,0.001,0.001333333,0.002,0.002333333,0.000333333,-0.000333333,0.000333333,0.000333333,0.000666667
441,0.000666667,0.000333333,0.000666667,0.001,0.000333333,0.000333333,0.000333333,0.001333333,0.001333333,0.002,0.000333333,0,0.000666667,0.000666667,0.001
440,0.000333333,0.000666667,0.000666667,0.000666667,0,0.000333333,0.000666667,0.001333333,0.001666667,0.002333333,0.000333333,-0.000333333,0,0.000333333,0.000666667
439,0,0,0.000666667,0.000333333,0,0.000333333,0.000333333,0.001666667,0.001666667,0.002,0,0.000333333,0.000666667,0.000333333,0.000666667
438,0,0,0.000333333,0,0,0.001,0.000666667,0.001333333,0.002,0.002666667,0.000333333,0.000333333,0.000333333,0.000666667,0.001333333
437,0.000333333,0.000333333,0.000666667,0.000666667,0,0.000666667,0.001,0.001333333,0.001666667,0.002,0.000333333,0.000333333,0.000333333,0.000333333,0.001
436,0,0,0.000333333,0.000666667,0.000333333,0.000666667,0.000666667,0.001666667,0.002,0.002333333,0.000666667,0.000333333,0.000666667,0.001,0.001333333
435,0,0,0.000666667,0,-0.000333333,0.000666667,0.000666667,0.002,0.002,0.002333333,0,0,0.000333333,0.000666667,0.001
434,0.000333333,0,0.000333333,0,-0.000333333,0.000333333,0.001,0.001333333,0.001666667,0.002333333,0.000333333,0.000333333,0.000666667,0.000666667,0.001
433,0.000333333,0.000333333,0.000666667,0.000666667,0.000333333,0.000666667,0.000666667,0.001666667,0.002,0.002333333,0,0.000333333,0,0.000666667,0.001
432,0.000333333,0.000333333,0.000333333,0.000333333,-0.000333333,0,0.000666667,0.001,0.001333333,0.002,0.000333333,0.000333333,0.000333333,0.000333333,0.000666667
431,-0.000333333,0,0.000333333,0.000333333,0,0.000333333,0.000333333,0.001,0.001666667,0.002333333,0.000333333,0.000333333,0.000333333,0.000666667,0.001
430,0,0,0.000333333,0,-0.000666667,0.000666667,0.000666667,0.001333333,0.002,0.002333333,0,0,0,0,0.000666667
429,0,0,0.000333333,0.000333333,-0.000333333,0.000666667,0.000666667,0.001,0.001333333,0.002,0.000333333,0.000333333,0.000666667,0.000333333,0.001
428,0.000666667,0.000333333,0.001,0.000333333,0.000333333,0.000333333,0.000666667,0.001666667,0.001666667,0.001666667,0.000333333,0,0.000333333,0.001,0.001333333
427,0,0,0.000333333,0.000333333,-0.000333333,0.001,0.000666667,0.001666667,0.002,0.002666667,0.000333333,0,0.000333333,0.000666667,0.001
426,0,0,0.000333333,0,0,0.000333333,0.000333333,0.001666667,0.001333333,0.002333333,0.000666667,0,0.000333333,0.001,0.001
425,0,0,0.000333333,0,0,0.001,0.000666667,0.001666667,0.002,0.002666667,0.000333333,0.000333333,0.000333333,0.000666667,0.001
424,0.000333333,0.000333333,0.000666667,0.000333333,0.000333333,0.000333333,0.000333333,0.001333333,0.001666667,0.002333333,0.000333333,0.000333333,0.000333333,0.000666667,0.001
423,0.000333333,0.000333333,0.000666667,0.000333333,0,0.001,0.001,0.002,0.002333333,0.002666667,0.000666667,0,0.000333333,0.000666667,0.001
422,-0.000333333,0,0.000333333,0.000666667,0,0.000666667,0.000333333,0.001333333,0.001666667,0.002333333,0.000666667,0,0,0.001,0.001
421,0,0,0.000333333,0,-0.000333333,0.000666667,0.000666667,0.001333333,0.002,0.002333333,0.000333333,0.000333333,0,0.000666667,0.001
420,0,0,0.000333333,0,0,0.000666667,0.000666667,0.001666667,0.001666667,0.002666667,0.000666667,0.000333333,0.000333333,0.000666667,0.001
419,-0.000333333,-0.000333333,-0.000333333,-0.000333333,-0.000333333,0.000333333,0.000333333,0.001333333,0.001666667,0.002333333,0.000333333,0.000333333,0.000666667,0.001,0.001
418,-0.000333333,-0.000333333,0,0,-0.000333333,0.000666667,0.000666667,0.001333333,0.001666667,0.002,-0.000333333,0,0,0.001,0.001
